id-aluno,id-turma,serie,ensino,login-count,ano-cadastro-usuario,dias-ultimo-login,var01,var02,var03,var04,var05,var06,var07,var08,var09,var10,var11,cluster,padrao
787,35,3-ano-em,medio,63,2020,204,0.03361,0,0,0.03226,0,0.01613,0,0,0.00532,0.00885,NOITE,Cluster 3,interagem raramente
788,35,3-ano-em,medio,51,2020,214,0.0084,0,0,0,0,0,0.66667,0,0.02128,0,MADRUGADA,Cluster 3,interagem raramente
795,35,3-ano-em,medio,157,2020,208,0.01681,0,0,0,0,0,0.33333,0,0.03723,0.02655,TARDE,Cluster 3,interagem raramente
797,35,3-ano-em,medio,60,2020,161,0,0,0,0,0,0,0.66667,0,0.01596,0.0177,TARDE,Cluster 3,interagem raramente
804,35,3-ano-em,medio,45,2020,186,0,0,0,0,0,0,0.66667,0,0.01596,0.00885,MADRUGADA,Cluster 3,interagem raramente
810,35,3-ano-em,medio,36,2020,186,0.0084,0.0125,0,0,0,0,0.66667,0,0.0266,0.00885,TARDE,Cluster 3,interagem raramente
811,35,3-ano-em,medio,46,2020,196,0.01681,0.025,0.2,0.01613,0.09091,0,0,0,0.03191,0.0177,TARDE,Cluster 3,interagem raramente
813,35,3-ano-em,medio,133,2020,192,0,0,0,0,0,0,0.33333,0,0.04255,0.02655,NOITE,Cluster 3,interagem raramente
826,35,3-ano-em,medio,20,2020,204,0,0,0,0,0,0,0.33333,0,0.03723,0.00885,TARDE,Cluster 3,interagem raramente
844,35,3-ano-em,medio,65,2020,202,0.0084,0.0125,0,0,0,0,0,0,0.05851,0.06195,TARDE,Cluster 3,interagem raramente
846,35,3-ano-em,medio,78,2020,202,0.01681,0,0,0,0,0,0.33333,0,0.03723,0.04425,TARDE,Cluster 3,interagem raramente
850,35,3-ano-em,medio,60,2020,170,0.05042,0.0375,0,0,0,0,0.33333,0,0.01596,0.00885,NOITE,Cluster 3,interagem raramente
851,35,3-ano-em,medio,115,2020,182,0.01681,0.025,0,0,0,0,0.66667,0,0.03723,0.02655,TARDE,Cluster 3,interagem raramente
852,35,3-ano-em,medio,99,2020,201,0.0084,0.0125,0,0,0,0,0.33333,0.05405,0.04255,0.06195,MADRUGADA,Cluster 3,interagem raramente
888,35,3-ano-em,medio,74,2020,213,0.10924,0.025,0,0.03226,0,0,0.33333,0,0.08511,0.0531,NOITE,Cluster 3,interagem raramente
892,35,3-ano-em,medio,52,2020,203,0.08403,0,0,0,0,0,0.33333,0.02703,0.02128,0,NOITE,Cluster 3,interagem raramente
897,35,3-ano-em,medio,15,2020,166,0,0,0,0,0,0,0.33333,0,0.08511,0.0177,TARDE,Cluster 3,interagem raramente
899,35,3-ano-em,medio,91,2020,204,0,0,0,0,0,0,0,0,0.06383,0.04425,TARDE,Cluster 3,interagem raramente
906,35,3-ano-em,medio,94,2020,204,0,0,0,0,0,0,0,0,0.01064,0,TARDE,Cluster 3,interagem raramente
908,35,3-ano-em,medio,65,2020,214,0,0,0,0,0,0,0.33333,0,0.09043,0.0354,MADRUGADA,Cluster 3,interagem raramente
909,35,3-ano-em,medio,41,2020,154,0,0,0,0,0,0,0.66667,0,0.02128,0.00885,TARDE,Cluster 3,interagem raramente
934,35,3-ano-em,medio,220,2020,205,0.11765,0.1375,0.2,0.01613,0.09091,0,0,0,0.01064,0,TARDE,Cluster 3,interagem raramente
974,35,3-ano-em,medio,36,2020,203,0,0,0,0,0,0,0,0,0.01064,0.00885,TARDE,Cluster 3,interagem raramente
989,35,3-ano-em,medio,199,2020,215,0.06723,0.075,0.2,0.01613,0.09091,0,0.66667,0,0.01596,0,TARDE,Cluster 3,interagem raramente
997,35,3-ano-em,medio,131,2020,205,0,0,0,0,0,0,0.33333,0.02703,0.03723,0.02655,TARDE,Cluster 3,interagem raramente
1008,35,3-ano-em,medio,241,2020,214,0,0,0,0,0,0,0.33333,0.05405,0.03723,0.0354,TARDE,Cluster 3,interagem raramente
1032,35,3-ano-em,medio,9,2020,81,0.01681,0.0125,0.2,0.01613,0.09091,0,0,0,0.03191,0.00885,NOITE,Cluster 3,interagem raramente
1054,35,3-ano-em,medio,36,2020,202,0.0084,0,0,0,0,0,0,0,0.01064,0,TARDE,Cluster 3,interagem raramente
1073,35,3-ano-em,medio,28,2020,86,0,0,0,0,0,0,0,0,0.0266,0,NOITE,Cluster 3,interagem raramente
1083,35,3-ano-em,medio,53,2020,204,0,0,0,0,0,0,0,0,0.0266,0,NOITE,Cluster 3,interagem raramente
1088,35,3-ano-em,medio,54,2020,177,0.01681,0.0125,0,0,0,0,0.66667,0,0.05319,0.0354,TARDE,Cluster 3,interagem raramente
1125,35,3-ano-em,medio,32,2020,154,0.12605,0.0625,0.2,0.01613,0.09091,0,0,0,0.03723,0.0177,TARDE,Cluster 3,interagem raramente
1130,35,3-ano-em,medio,72,2020,210,0.11765,0.1625,0,0,0,0,0.33333,0,0.05851,0.0177,TARDE,Cluster 3,interagem raramente
1137,35,3-ano-em,medio,22,2020,173,0.09244,0,0,0,0,0,0,0,0.03723,0.00885,TARDE,Cluster 3,interagem raramente
1147,35,3-ano-em,medio,93,2020,215,0,0,0,0,0,0,0,0,0.04255,0,TARDE,Cluster 3,interagem raramente
1153,35,3-ano-em,medio,51,2020,174,0.01681,0.0125,0,0,0,0,0,0,0.02128,0.00885,MADRUGADA,Cluster 3,interagem raramente
1159,35,3-ano-em,medio,60,2020,203,0.02521,0.0125,0,0,0,0,0,0,0.05851,0.00885,NOITE,Cluster 3,interagem raramente
1250,35,3-ano-em,medio,66,2020,203,0.12605,0.1625,0.2,0.03226,0.18182,0,0,0,0.0266,0.0177,TARDE,Cluster 3,interagem raramente
1405,35,3-ano-em,medio,119,2020,208,0,0,0,0,0,0,0.66667,0,0.06383,0.0354,TARDE,Cluster 3,interagem raramente
1502,35,3-ano-em,medio,62,2020,203,0,0,0,0,0,0,0,0,0.07979,0.02655,MADRUGADA,Cluster 3,interagem raramente
1525,35,3-ano-em,medio,36,2020,125,0,0,0,0,0,0,0,0,0.06915,0.0354,TARDE,Cluster 3,interagem raramente
1539,35,3-ano-em,medio,7,2020,110,0.01681,0.025,0,0,0,0,0,0,0.0266,0.0177,TARDE,Cluster 3,interagem raramente
1573,35,3-ano-em,medio,45,2020,173,0.09244,0.0625,0,0,0,0,0.33333,0,0.01064,0.00885,NOITE,Cluster 3,interagem raramente
1628,35,3-ano-em,medio,96,2020,203,0,0,0,0,0,0,0,0,0.02128,0,TARDE,Cluster 3,interagem raramente
1635,35,3-ano-em,medio,105,2020,204,0.0084,0,0,0,0,0,0.33333,0,0.01596,0.0177,NOITE,Cluster 3,interagem raramente
1660,35,3-ano-em,medio,29,2020,173,0.01681,0,0,0.04839,0,0.04839,0,0,0.13298,0.02655,NOITE,Cluster 3,interagem raramente
1703,35,3-ano-em,medio,138,2020,195,0.0084,0,0,0,0,0,0,0,0.04787,0.02655,TARDE,Cluster 3,interagem raramente
1711,35,3-ano-em,medio,39,2020,194,0.0084,0,0,0,0,0,0,0,0.00532,0,NOITE,Cluster 3,interagem raramente
1724,35,3-ano-em,medio,252,2020,205,0,0,0,0,0,0,0.66667,0,0.06383,0,TARDE,Cluster 3,interagem raramente
1726,35,3-ano-em,medio,51,2020,201,0.01681,0.0125,0,0,0,0,0.33333,0.08108,0.06383,0.06195,MADRUGADA,Cluster 3,interagem raramente
1736,35,3-ano-em,medio,90,2020,204,0.06723,0.025,0,0,0,0,0,0,0.0266,0.0177,TARDE,Cluster 3,interagem raramente
1738,35,3-ano-em,medio,61,2020,207,0,0,0,0,0,0,0,0,0.02128,0.0177,TARDE,Cluster 3,interagem raramente
1741,35,3-ano-em,medio,50,2020,204,0.03361,0.025,0,0.01613,0,0.01613,0,0,0.0266,0.02655,NOITE,Cluster 3,interagem raramente
1745,35,3-ano-em,medio,165,2020,211,0.02521,0.0125,0,0,0,0,0,0.08108,0.32447,0.02655,MADRUGADA,Cluster 3,interagem raramente
1746,35,3-ano-em,medio,72,2020,182,0,0,0,0,0,0,0.33333,0,0.05319,0.00885,TARDE,Cluster 3,interagem raramente
1749,35,3-ano-em,medio,105,2020,215,0,0,0,0,0,0,0.33333,0,0.01596,0.00885,TARDE,Cluster 3,interagem raramente
1762,35,3-ano-em,medio,44,2020,196,0.05882,0.0125,0,0.03226,0,0.01613,0,0,0.10106,0.06195,TARDE,Cluster 3,interagem raramente
1764,35,3-ano-em,medio,43,2020,203,0.02521,0.0125,0,0,0,0,0,0,0.01064,0,NOITE,Cluster 3,interagem raramente
1807,35,3-ano-em,medio,22,2020,189,0,0,0,0,0,0,0.66667,0,0.06383,0.07965,MADRUGADA,Cluster 3,interagem raramente
1817,35,3-ano-em,medio,30,2020,173,0,0,0,0,0,0,0.33333,0,0.02128,0,TARDE,Cluster 3,interagem raramente
1837,35,3-ano-em,medio,27,2020,202,0.05042,0.0125,0,0,0,0,0,0,0.05319,0,TARDE,Cluster 3,interagem raramente
1839,35,3-ano-em,medio,37,2020,172,0,0,0,0,0,0,0.33333,0.02703,0.19149,0.15929,TARDE,Cluster 3,interagem raramente
1856,35,3-ano-em,medio,18,2020,173,0.01681,0,0,0,0,0,0,0,0.06915,0.02655,TARDE,Cluster 3,interagem raramente
1857,35,3-ano-em,medio,1,2020,86,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1881,35,3-ano-em,medio,133,2020,203,0.03361,0.05,0,0,0,0,0,0,0.07447,0.0177,TARDE,Cluster 3,interagem raramente
1884,35,3-ano-em,medio,86,2020,213,0.05042,0.0625,0,0,0,0,0.33333,0,0.0266,0.00885,MANHA,Cluster 3,interagem raramente
1885,35,3-ano-em,medio,166,2020,211,0.02521,0.025,0,0,0,0,0.33333,0,0.08511,0.07965,MADRUGADA,Cluster 3,interagem raramente
1892,35,3-ano-em,medio,23,2020,177,0,0,0,0,0,0,0,0,0.00532,0,MADRUGADA,Cluster 3,interagem raramente
1909,35,3-ano-em,medio,13,2020,201,0.05042,0.025,0,0,0,0,0,0,0.0266,0.0177,MADRUGADA,Cluster 3,interagem raramente
1911,35,3-ano-em,medio,27,2020,196,0.02521,0,0,0,0,0,0.66667,0,0.02128,0.02655,MADRUGADA,Cluster 3,interagem raramente
1914,35,3-ano-em,medio,18,2020,177,0,0,0,0,0,0,0.33333,0,0,0,NA,Cluster 3,interagem raramente
