id-aluno,id-turma,serie,ensino,login-count,ano-cadastro-usuario,dias-ultimo-login,var01,var02,var03,var04,var05,var06,var07,var08,var09,var10,var11,cluster,padrao
1508,32,8-ano-ef,fundamental,172,2020,214,0.02707,0.02588,0.05882,0.02074,0.0208,0,0,0,0.09672,0.04608,TARDE,Cluster 3,interagem raramente
1510,32,8-ano-ef,fundamental,149,2020,205,0.00637,0.0037,0.05882,0.00296,0.00297,0,0,0,0.03454,0.04147,TARDE,Cluster 3,interagem raramente
1512,32,8-ano-ef,fundamental,113,2020,201,0.05255,0.04251,0.35294,0.02222,0.00594,0.13415,0,0.09836,0.03627,0.04147,NOITE,Cluster 3,interagem raramente
1519,32,8-ano-ef,fundamental,29,2020,106,0.00159,0,0,0,0,0,0,0.01639,0.00173,0.00461,TARDE,Cluster 3,interagem raramente
1521,32,8-ano-ef,fundamental,112,2020,202,0.03981,0.03142,0,0.02963,0.00297,0.21951,0,0.08197,0.00864,0.01843,NOITE,Cluster 3,interagem raramente
1526,32,8-ano-ef,fundamental,264,2020,204,0.01752,0.01479,0,0,0,0,0,0.01639,0.038,0.02765,TARDE,Cluster 3,interagem raramente
1531,32,8-ano-ef,fundamental,214,2020,214,0.22771,0.20887,0.11765,0.00296,0.00149,0.0122,0,0.04918,0.29361,0.06452,MANHA,Cluster 3,interagem raramente
1532,32,8-ano-ef,fundamental,92,2020,193,0.00318,0.00185,0.05882,0.00148,0.00149,0,0,0,0.14853,0.04147,NOITE,Cluster 3,interagem raramente
1555,32,8-ano-ef,fundamental,129,2020,114,0.00318,0.00185,0,0,0,0,0,0.01639,0.02591,0.03687,TARDE,Cluster 3,interagem raramente
1581,32,8-ano-ef,fundamental,214,2020,208,0.00159,0.00185,0,0,0,0,0,0.01639,0.1468,0.06452,TARDE,Cluster 3,interagem raramente
1606,32,8-ano-ef,fundamental,187,2020,214,0.01274,0.01109,0,0,0,0,0,0.03279,0.11399,0.10599,TARDE,Cluster 3,interagem raramente
1610,32,8-ano-ef,fundamental,192,2020,186,0.01911,0.01664,0,0.00593,0.00297,0.02439,0,0,0.04836,0.04608,TARDE,Cluster 3,interagem raramente
1638,32,8-ano-ef,fundamental,4,2020,78,0.00478,0.00555,0,0,0,0,0,0.01639,0.00518,0.00461,NOITE,Cluster 3,interagem raramente
1650,32,8-ano-ef,fundamental,177,2020,204,0.01115,0.00739,0,0,0,0,0,0,0.10535,0.02765,TARDE,Cluster 3,interagem raramente
1675,32,8-ano-ef,fundamental,211,2020,210,0.04299,0.04251,0.11765,0.00296,0.00297,0,0,0,0.08463,0.00922,TARDE,Cluster 3,interagem raramente
1680,32,8-ano-ef,fundamental,33,2020,204,0.00478,0.00185,0,0,0,0,0,0.03279,0.04663,0.02304,TARDE,Cluster 3,interagem raramente
1701,32,8-ano-ef,fundamental,102,2020,174,0.09236,0.08688,0,0.04444,0.03863,0.04878,0,0.03279,0.32297,0.09677,NOITE,Cluster 3,interagem raramente
1709,32,8-ano-ef,fundamental,313,2020,204,0.04777,0.04251,0.17647,0.02519,0.02377,0.0122,0,0.21311,0.05699,0.08756,MADRUGADA,Cluster 3,interagem raramente
1713,32,8-ano-ef,fundamental,192,2020,204,0.02866,0.01664,0,0.00593,0.00149,0.03659,0,0.03279,0.07599,0.06452,NOITE,Cluster 3,interagem raramente
1717,32,8-ano-ef,fundamental,171,2020,212,0.04459,0.03142,0,0.05333,0.0312,0.18293,0,0,0.06045,0.06912,TARDE,Cluster 3,interagem raramente
1721,32,8-ano-ef,fundamental,240,2020,215,0.03344,0.03512,0,0,0,0,0,0.01639,0.13126,0,TARDE,Cluster 3,interagem raramente
1776,32,8-ano-ef,fundamental,154,2020,204,0.03981,0.02957,0.58824,0.04444,0.02823,0.13415,0,0,0.13299,0.0553,TARDE,Cluster 3,interagem raramente
1789,32,8-ano-ef,fundamental,77,2020,196,0.01274,0.01479,0,0,0,0,0,0,0.00518,0,TARDE,Cluster 3,interagem raramente
1794,32,8-ano-ef,fundamental,44,2020,196,0.00955,0.00924,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1831,32,8-ano-ef,fundamental,268,2020,215,0.14809,0.15527,0,0,0,0,0,0,0.29534,0.07834,TARDE,Cluster 3,interagem raramente
1847,32,8-ano-ef,fundamental,150,2020,205,0.03662,0.02218,0,0.02074,0,0.17073,0,0.13115,0.09672,0.07834,TARDE,Cluster 3,interagem raramente
1862,32,8-ano-ef,fundamental,298,2020,205,0.0207,0.02403,0,0,0,0,0,0.09836,0.21762,0.17051,TARDE,Cluster 3,interagem raramente
1937,32,8-ano-ef,fundamental,1,2020,106,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1939,32,8-ano-ef,fundamental,78,2020,202,0.01752,0.01109,0,0,0,0,0,0,0.038,0.00461,NOITE,Cluster 3,interagem raramente
1941,32,8-ano-ef,fundamental,136,2020,202,0.01752,0.01664,0,0.00444,0,0.03659,0,0,0.18307,0.04608,NOITE,Cluster 3,interagem raramente
1942,32,8-ano-ef,fundamental,1,2020,106,0,0,0,0,0,0,0,0,0.00345,0.00922,NOITE,Cluster 3,interagem raramente
1945,32,8-ano-ef,fundamental,278,2020,215,0.01592,0.01294,0,0,0,0,0,0.04918,0.56131,0.06912,MANHA,Cluster 3,interagem raramente
1947,32,8-ano-ef,fundamental,176,2020,215,0.01433,0.01479,0,0,0,0,0,0,0.07254,0.08295,TARDE,Cluster 3,interagem raramente
1949,32,8-ano-ef,fundamental,252,2020,203,0.02229,0.01848,0,0.00593,0,0.04878,0,0.01639,0.08808,0.04147,MADRUGADA,Cluster 3,interagem raramente
1958,32,8-ano-ef,fundamental,91,2020,215,0.00955,0.00739,0.05882,0.00593,0.00594,0,0,0,0.00345,0,NOITE,Cluster 3,interagem raramente
1961,32,8-ano-ef,fundamental,1,2020,119,0.01274,0.00185,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
220,31,9-ano-ef,fundamental,18,2019,171,0.00318,0.0037,0.05882,0.00148,0.00149,0,0,0,0.00173,0,TARDE,Cluster 3,interagem raramente
256,31,9-ano-ef,fundamental,26,2019,76,0.03503,0.03142,0.05882,0.00444,0.00446,0,0,0.01639,0.00173,0.00461,TARDE,Cluster 3,interagem raramente
276,31,9-ano-ef,fundamental,26,2019,200,0.06529,0.05915,0,0,0,0,0,0,0.00691,0.00461,TARDE,Cluster 3,interagem raramente
379,31,9-ano-ef,fundamental,61,2019,203,0.02389,0.01294,0,0.00444,0,0.03659,0.14286,0,0.01036,0,TARDE,Cluster 3,interagem raramente
385,31,9-ano-ef,fundamental,146,2019,212,0.05573,0.04621,0,0.00889,0,0.07317,0.28571,0.04918,0.05009,0.07834,TARDE,Cluster 3,interagem raramente
437,31,9-ano-ef,fundamental,49,2019,187,0.02548,0.02033,0,0.01037,0,0.08537,0.28571,0,0,0,NA,Cluster 3,interagem raramente
551,31,9-ano-ef,fundamental,31,2019,183,0.0207,0.02033,0,0,0,0,0.14286,0,0.00864,0.00461,MANHA,Cluster 3,interagem raramente
674,31,9-ano-ef,fundamental,42,2019,193,0.04459,0.03882,0,0,0,0,0.28571,0.19672,0.08463,0.17512,TARDE,Cluster 3,interagem raramente
736,31,9-ano-ef,fundamental,8,2020,56,0.00478,0.00555,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
814,31,9-ano-ef,fundamental,129,2020,205,0.06847,0.06654,0.29412,0.02667,0.01337,0.10976,0,0,0.08808,0.12903,TARDE,Cluster 3,interagem raramente
830,31,9-ano-ef,fundamental,171,2020,215,0.03503,0.02033,0,0,0,0,0.14286,0,0.01209,0.00461,TARDE,Cluster 3,interagem raramente
931,31,9-ano-ef,fundamental,12,2020,50,0.00955,0.0037,0,0.00148,0,0.0122,0,0,0,0,NA,Cluster 3,interagem raramente
1042,31,9-ano-ef,fundamental,22,2020,84,0.01911,0.00924,0,0,0,0,0.14286,0,0,0,NA,Cluster 3,interagem raramente
1050,31,9-ano-ef,fundamental,2,2020,56,0.00318,0.00185,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1349,31,9-ano-ef,fundamental,213,2020,215,0.01752,0.01294,0,0,0,0,0.14286,0,0.02591,0.02765,TARDE,Cluster 3,interagem raramente
1393,31,9-ano-ef,fundamental,212,2020,209,0.06051,0.05176,0.11765,0.00444,0.00446,0,0.14286,0,0.02073,0.01382,NOITE,Cluster 3,interagem raramente
1451,31,9-ano-ef,fundamental,14,2020,210,0.00637,0.00555,0,0,0,0,0.14286,0,0.00345,0,TARDE,Cluster 3,interagem raramente
1491,31,9-ano-ef,fundamental,128,2020,215,0.03662,0.02588,0.11765,0.00296,0.00149,0.0122,0.14286,0,0.02763,0.00461,TARDE,Cluster 3,interagem raramente
1538,31,9-ano-ef,fundamental,40,2020,194,0.03344,0.02773,0,0.00296,0.00149,0.0122,0,0,0,0,NA,Cluster 3,interagem raramente
1591,31,9-ano-ef,fundamental,23,2020,159,0.01274,0.0037,0,0,0,0,0.14286,0,0.00345,0.00922,TARDE,Cluster 3,interagem raramente
1661,31,9-ano-ef,fundamental,40,2020,177,0,0,0,0,0,0,0.28571,0,0.02591,0.03226,NOITE,Cluster 3,interagem raramente
1705,31,9-ano-ef,fundamental,124,2020,215,0.01752,0.01479,0,0.00296,0,0.02439,0,0,0.01727,0.01382,TARDE,Cluster 3,interagem raramente
1714,31,9-ano-ef,fundamental,57,2020,190,0.03981,0.03142,0.05882,0.00148,0.00149,0,0.14286,0,0.0639,0.05991,NOITE,Cluster 3,interagem raramente
1848,31,9-ano-ef,fundamental,117,2020,197,0.01433,0.01479,0,0,0,0,0.14286,0,0.00691,0,NOITE,Cluster 3,interagem raramente
1849,31,9-ano-ef,fundamental,1,2020,85,0.01274,0,0,0.00593,0,0.04878,0.28571,0.03279,0.01036,0.01382,TARDE,Cluster 3,interagem raramente
2004,31,9-ano-ef,fundamental,13,2020,172,0.00796,0.00555,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
2020,31,9-ano-ef,fundamental,4,2020,215,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
477,33,1-ano-em,medio,39,2019,111,0.0084,0.0125,0,0,0,0,0,0,0.00532,0.00885,TARDE,Cluster 3,interagem raramente
499,33,1-ano-em,medio,141,2019,204,0.10084,0.0875,0,0.04839,0,0.04839,0,0.05405,0.06383,0.0708,TARDE,Cluster 3,interagem raramente
506,33,1-ano-em,medio,100,2019,205,0.06723,0.0625,0,0,0,0,0.25,0.37838,0.00532,0.11504,TARDE,Cluster 3,interagem raramente
514,33,1-ano-em,medio,7,2019,188,0.0084,0.0125,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
536,33,1-ano-em,medio,174,2019,213,0.06723,0.0375,0,0,0,0,0.5,0,0.04787,0.0531,NOITE,Cluster 3,interagem raramente
537,33,1-ano-em,medio,130,2019,198,0.0084,0,0,0,0,0,0.75,0,0.00532,0.00885,TARDE,Cluster 3,interagem raramente
554,33,1-ano-em,medio,58,2019,202,0.10924,0.1125,0,0,0,0,0,0,0.18617,0.16814,TARDE,Cluster 3,interagem raramente
559,33,1-ano-em,medio,162,2019,205,0.01681,0.0125,0,0,0,0,0.75,0,0.02128,0.02655,NOITE,Cluster 3,interagem raramente
607,33,1-ano-em,medio,4,2019,61,0.02521,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
646,33,1-ano-em,medio,83,2019,205,0.03361,0.0375,0,0,0,0,0,0,0.04787,0.0354,TARDE,Cluster 3,interagem raramente
647,33,1-ano-em,medio,6,2019,89,0,0,0,0,0,0,0,0,0.01064,0.00885,TARDE,Cluster 3,interagem raramente
667,33,1-ano-em,medio,168,2019,215,0.09244,0.0875,0,0,0,0,0.25,0.02703,0.0266,0.0177,TARDE,Cluster 3,interagem raramente
701,33,1-ano-em,medio,205,2019,211,0.16807,0.0625,0,0.09677,0,0.09677,0.25,0,0.03191,0.04425,TARDE,Cluster 3,interagem raramente
706,33,1-ano-em,medio,160,2019,204,0.06723,0.075,0,0,0,0,0.25,0,0.01064,0.00885,TARDE,Cluster 3,interagem raramente
1021,33,1-ano-em,medio,28,2020,196,0,0,0,0,0,0,0.25,0,0.00532,0.00885,MADRUGADA,Cluster 3,interagem raramente
1034,33,1-ano-em,medio,2,2020,53,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1145,33,1-ano-em,medio,6,2020,70,0.0084,0.0125,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1210,33,1-ano-em,medio,210,2020,215,0.2437,0.2125,0,0,0,0,0,0,0.01064,0.0177,TARDE,Cluster 3,interagem raramente
1235,33,1-ano-em,medio,24,2020,84,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1260,33,1-ano-em,medio,273,2020,208,0,0,0,0,0,0,0.75,0,0.03723,0.04425,NOITE,Cluster 3,interagem raramente
1264,33,1-ano-em,medio,92,2020,201,0.05042,0.0625,0,0,0,0,0,0,0.0266,0.04425,TARDE,Cluster 3,interagem raramente
1269,33,1-ano-em,medio,42,2020,202,0.05042,0.0625,0,0,0,0,0,0,0.00532,0,NOITE,Cluster 3,interagem raramente
1271,33,1-ano-em,medio,49,2020,177,0.13445,0.05,0,0,0,0,0.5,0,0.03723,0.0531,TARDE,Cluster 3,interagem raramente
1277,33,1-ano-em,medio,13,2020,104,0,0,0,0,0,0,0,0,0.00532,0.00885,MADRUGADA,Cluster 3,interagem raramente
1281,33,1-ano-em,medio,284,2020,205,0.0084,0.0125,0,0,0,0,0.25,0,0.02128,0.02655,TARDE,Cluster 3,interagem raramente
1286,33,1-ano-em,medio,48,2020,177,0.10924,0.125,0,0,0,0,0.5,0,0.03723,0.02655,TARDE,Cluster 3,interagem raramente
1299,33,1-ano-em,medio,93,2020,203,0.02521,0,0,0,0,0,0.5,0,0.06915,0.09735,NOITE,Cluster 3,interagem raramente
1300,33,1-ano-em,medio,32,2020,99,0.02521,0.0375,0,0,0,0,0.25,0,0.01596,0.02655,MANHA,Cluster 3,interagem raramente
1306,33,1-ano-em,medio,102,2020,198,0.0084,0,0,0,0,0,0.75,0,0.01064,0.0177,TARDE,Cluster 3,interagem raramente
1310,33,1-ano-em,medio,67,2020,206,0.02521,0.0375,0,0,0,0,0,0,0.03191,0.0531,MANHA,Cluster 3,interagem raramente
1312,33,1-ano-em,medio,246,2020,205,0.03361,0.025,0,0,0,0,0.75,0,0.01596,0.0177,TARDE,Cluster 3,interagem raramente
1329,33,1-ano-em,medio,51,2020,182,0.09244,0.1,0,0,0,0,0,0,0.01064,0.0177,TARDE,Cluster 3,interagem raramente
1340,33,1-ano-em,medio,2,2020,75,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1347,33,1-ano-em,medio,47,2020,204,0,0,0,0,0,0,0.5,0,0.01596,0.0177,TARDE,Cluster 3,interagem raramente
1369,33,1-ano-em,medio,33,2020,198,0.05042,0.0375,0,0,0,0,0.5,0,0.00532,0.00885,TARDE,Cluster 3,interagem raramente
1381,33,1-ano-em,medio,95,2020,195,0.04202,0,0,0,0,0,0,0,0.04787,0.0708,NOITE,Cluster 3,interagem raramente
1387,33,1-ano-em,medio,145,2020,209,0.15126,0.1375,0,0,0,0,0.5,0,0.01064,0,TARDE,Cluster 3,interagem raramente
1401,33,1-ano-em,medio,58,2020,196,0.04202,0,0,0,0,0,0.5,0,0.0266,0.04425,TARDE,Cluster 3,interagem raramente
1433,33,1-ano-em,medio,75,2020,167,0,0,0,0,0,0,0.5,0.02703,0.04255,0.0531,NOITE,Cluster 3,interagem raramente
1476,33,1-ano-em,medio,70,2020,209,0.0084,0.0125,0,0,0,0,0.25,0,0.00532,0.00885,NOITE,Cluster 3,interagem raramente
1523,33,1-ano-em,medio,134,2020,204,0.10084,0.0125,0,0,0,0,0,0,0.05851,0.07965,TARDE,Cluster 3,interagem raramente
1545,33,1-ano-em,medio,100,2020,205,0.05882,0.0625,0,0,0,0,0.5,0,0.0266,0.04425,MADRUGADA,Cluster 3,interagem raramente
1547,33,1-ano-em,medio,77,2020,201,0.05042,0.05,0,0,0,0,0.25,0,0.0266,0.0354,NOITE,Cluster 3,interagem raramente
1560,33,1-ano-em,medio,160,2020,204,0.03361,0.0125,0,0,0,0,0.5,0,0.09574,0.0885,TARDE,Cluster 3,interagem raramente
1563,33,1-ano-em,medio,68,2020,202,0.02521,0.025,0,0,0,0,0.5,0,0.05319,0.04425,TARDE,Cluster 3,interagem raramente
1574,33,1-ano-em,medio,47,2020,202,0.10084,0.075,0,0.01613,0,0.01613,0,0,0.0266,0.02655,TARDE,Cluster 3,interagem raramente
1598,33,1-ano-em,medio,141,2020,196,0.08403,0.0375,0,0,0,0,0.5,0,0.05851,0.0531,NOITE,Cluster 3,interagem raramente
1602,33,1-ano-em,medio,77,2020,191,0.01681,0.025,0.2,0.03226,0.18182,0,0.5,0,0,0,NA,Cluster 3,interagem raramente
1607,33,1-ano-em,medio,24,2020,190,0.16807,0.2125,0,0,0,0,0.25,0,0.03191,0,TARDE,Cluster 3,interagem raramente
1626,33,1-ano-em,medio,89,2020,205,0.06723,0.075,0.2,0.01613,0.09091,0,0.5,0,0.02128,0.02655,TARDE,Cluster 3,interagem raramente
1627,33,1-ano-em,medio,137,2020,194,0.10084,0.1375,0,0,0,0,0.25,0,0.02128,0.0354,MADRUGADA,Cluster 3,interagem raramente
1630,33,1-ano-em,medio,109,2020,215,0.01681,0.0125,0,0,0,0,0,0,0.01596,0.0177,TARDE,Cluster 3,interagem raramente
1665,33,1-ano-em,medio,89,2020,200,0.05882,0.075,0,0,0,0,0,0,0.0266,0.04425,TARDE,Cluster 3,interagem raramente
1667,33,1-ano-em,medio,87,2020,210,0.07563,0.0875,0,0,0,0,0,0,0.00532,0,NOITE,Cluster 3,interagem raramente
1682,33,1-ano-em,medio,71,2020,203,0.05882,0.05,0,0,0,0,0.25,0,0.01064,0.0177,NOITE,Cluster 3,interagem raramente
1699,33,1-ano-em,medio,119,2020,209,0.03361,0.0375,0,0,0,0,0.5,0,0.0266,0.0354,TARDE,Cluster 3,interagem raramente
1702,33,1-ano-em,medio,50,2020,205,0,0,0,0,0,0,0.25,0,0.02128,0.00885,NOITE,Cluster 3,interagem raramente
1752,33,1-ano-em,medio,91,2020,202,0.01681,0.0125,0,0,0,0,0,0.05405,0.01596,0.0177,TARDE,Cluster 3,interagem raramente
1757,33,1-ano-em,medio,103,2020,205,0.12605,0.1125,0,0.04839,0,0.04839,0,0,0.00532,0.00885,NOITE,Cluster 3,interagem raramente
1765,33,1-ano-em,medio,43,2020,190,0.0084,0.0125,0,0,0,0,0.25,0,0.0266,0.04425,NOITE,Cluster 3,interagem raramente
1766,33,1-ano-em,medio,104,2020,193,0.03361,0.0375,0.2,0.03226,0.18182,0,0.25,0,0.00532,0.00885,NOITE,Cluster 3,interagem raramente
1769,33,1-ano-em,medio,153,2020,204,0.01681,0,0,0,0,0,0.75,0,0.0266,0.04425,NOITE,Cluster 3,interagem raramente
1771,33,1-ano-em,medio,125,2020,189,0,0,0,0,0,0,0.25,0,0.03723,0.04425,NOITE,Cluster 3,interagem raramente
1779,33,1-ano-em,medio,70,2020,180,0.03361,0.0125,0,0,0,0,0.5,0,0.08511,0.0531,TARDE,Cluster 3,interagem raramente
1785,33,1-ano-em,medio,70,2020,204,0.05882,0.0375,0,0,0,0,0.25,0,0.04255,0.02655,MANHA,Cluster 3,interagem raramente
1842,33,1-ano-em,medio,55,2020,177,0.02521,0,0,0,0,0,0,0,0.0266,0.02655,NOITE,Cluster 3,interagem raramente
1864,33,1-ano-em,medio,20,2020,176,0.03361,0.0125,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1898,33,1-ano-em,medio,12,2020,169,0.03361,0.05,0.2,0.01613,0.09091,0,0,0,0.00532,0,TARDE,Cluster 3,interagem raramente
1900,33,1-ano-em,medio,158,2020,215,0.02521,0.0125,0.2,0.06452,0.36364,0,0,0,0.01596,0.02655,NOITE,Cluster 3,interagem raramente
1938,33,1-ano-em,medio,66,2020,201,0.10924,0.0125,0,0,0,0,0.25,0,0.01064,0.0177,TARDE,Cluster 3,interagem raramente
1951,33,1-ano-em,medio,2,2020,109,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1986,33,1-ano-em,medio,1,2020,146,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
15,34,2-ano-em,medio,4,2019,76,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
17,34,2-ano-em,medio,9,2019,45,0.16807,0.1875,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
93,34,2-ano-em,medio,9,2019,86,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
103,34,2-ano-em,medio,12,2019,76,0.0084,0.0125,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
105,34,2-ano-em,medio,6,2019,83,0.04202,0.0625,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
112,34,2-ano-em,medio,161,2019,205,0.03361,0.0125,0,0.04839,0,0.04839,0.5,0,0.07447,0.02655,TARDE,Cluster 3,interagem raramente
122,34,2-ano-em,medio,88,2019,200,0,0,0,0,0,0,0.5,0,0.08511,0.02655,NOITE,Cluster 3,interagem raramente
126,34,2-ano-em,medio,155,2019,202,0,0,0,0,0,0,0,0,0.1383,0.0885,TARDE,Cluster 3,interagem raramente
132,34,2-ano-em,medio,22,2019,171,0.04202,0.0125,0,0.04839,0,0.04839,0.5,0,0.03191,0.0177,MADRUGADA,Cluster 3,interagem raramente
152,34,2-ano-em,medio,116,2019,215,0.0084,0.0125,0,0,0,0,0.5,0,0.07979,0.0354,TARDE,Cluster 3,interagem raramente
165,34,2-ano-em,medio,92,2019,215,0.02521,0.0125,0.2,0.01613,0.09091,0,0,0,0.04255,0.00885,TARDE,Cluster 3,interagem raramente
169,34,2-ano-em,medio,250,2019,215,0.0084,0.0125,0,0,0,0,0.5,0,0.0266,0.0177,NOITE,Cluster 3,interagem raramente
172,34,2-ano-em,medio,54,2019,208,0.03361,0.0375,0,0.04839,0.09091,0.01613,0.5,0.05405,0.1117,0.04425,NOITE,Cluster 3,interagem raramente
219,34,2-ano-em,medio,82,2019,204,0,0,0,0,0,0,0.5,0,0.04787,0.00885,NOITE,Cluster 3,interagem raramente
1180,34,2-ano-em,medio,95,2020,204,0.05042,0.0625,0,0.03226,0,0.03226,0.5,0,0.03191,0,TARDE,Cluster 3,interagem raramente
1228,34,2-ano-em,medio,109,2020,205,0.03361,0.025,0,0,0,0,0.5,0,0.08511,0.02655,MADRUGADA,Cluster 3,interagem raramente
1282,34,2-ano-em,medio,92,2020,205,0.02521,0.0375,0,0,0,0,0,0,0.03191,0,MADRUGADA,Cluster 3,interagem raramente
1284,34,2-ano-em,medio,136,2020,204,0.01681,0,0,0,0,0,0,0,0.09574,0.02655,TARDE,Cluster 3,interagem raramente
1456,34,2-ano-em,medio,102,2020,205,0.0084,0,0,0,0,0,0.5,0,0.04787,0.00885,NOITE,Cluster 3,interagem raramente
1475,34,2-ano-em,medio,87,2020,205,0.03361,0.025,0,0,0,0,0.5,0,0.01064,0,MADRUGADA,Cluster 3,interagem raramente
1480,34,2-ano-em,medio,163,2020,215,0.01681,0.0125,0,0,0,0,0,0,0.04255,0.0354,TARDE,Cluster 3,interagem raramente
1497,34,2-ano-em,medio,89,2020,201,0.10084,0.05,0,0.06452,0,0.06452,0,0,0.0266,0.0177,TARDE,Cluster 3,interagem raramente
1580,34,2-ano-em,medio,109,2020,215,0.01681,0,0,0,0,0,0.5,0,0.01064,0,NOITE,Cluster 3,interagem raramente
1629,34,2-ano-em,medio,155,2020,204,0.06723,0.0625,0,0,0,0,0.5,0,0.00532,0,MADRUGADA,Cluster 3,interagem raramente
1676,34,2-ano-em,medio,20,2020,205,0.23529,0.3,0,0,0,0,0,0,0.02128,0,NOITE,Cluster 3,interagem raramente
1695,34,2-ano-em,medio,1,2020,78,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1706,34,2-ano-em,medio,188,2020,215,0.05042,0.0625,0,0.03226,0,0.03226,0,0,0.06383,0.00885,NOITE,Cluster 3,interagem raramente
1719,34,2-ano-em,medio,2,2020,79,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
1742,34,2-ano-em,medio,6,2020,157,0.02521,0.0125,0,0,0,0,0.5,0,0.00532,0,MADRUGADA,Cluster 3,interagem raramente
1841,34,2-ano-em,medio,137,2020,215,0.08403,0.0875,0,0,0,0,0.5,0,0.09043,0.00885,TARDE,Cluster 3,interagem raramente
1906,34,2-ano-em,medio,65,2020,205,0.06723,0.0625,0,0.01613,0,0.01613,0,0,0.01596,0.0177,NOITE,Cluster 3,interagem raramente
1998,34,2-ano-em,medio,17,2020,206,0.0084,0.0125,0,0,0,0,0,0,0.02128,0,NOITE,Cluster 3,interagem raramente
447,35,3-ano-em,medio,148,2019,205,0.04202,0.0625,0,0,0,0,0,0.13514,0.06383,0.04425,TARDE,Cluster 3,interagem raramente
460,35,3-ano-em,medio,52,2019,201,0.01681,0.0125,0,0,0,0,0.66667,0,0.05851,0.00885,TARDE,Cluster 3,interagem raramente
518,35,3-ano-em,medio,114,2019,205,0.03361,0,0,0,0,0,0.33333,0,0.12234,0.07965,TARDE,Cluster 3,interagem raramente
529,35,3-ano-em,medio,201,2019,212,0.13445,0.1625,0,0,0,0,0.33333,0,0.04787,0.0177,TARDE,Cluster 3,interagem raramente
671,35,3-ano-em,medio,29,2019,177,0,0,0,0,0,0,0,0,0,0,NA,Cluster 3,interagem raramente
678,35,3-ano-em,medio,218,2019,205,0.01681,0.0125,0,0,0,0,0.33333,0.10811,0.15426,0.13274,NOITE,Cluster 3,interagem raramente
689,35,3-ano-em,medio,131,2019,209,0.03361,0.0375,0,0,0,0,0,0,0.02128,0.0177,TARDE,Cluster 3,interagem raramente
746,35,3-ano-em,medio,150,2020,206,0.10084,0,0,0.24194,0,0.17742,0.33333,0,0.0266,0,NOITE,Cluster 3,interagem raramente
759,35,3-ano-em,medio,41,2020,174,0,0,0,0,0,0,0,0,0.04787,0,TARDE,Cluster 3,interagem raramente
760,35,3-ano-em,medio,85,2020,208,0.01681,0.025,0,0,0,0,0,0,0.01064,0,NOITE,Cluster 3,interagem raramente
761,35,3-ano-em,medio,100,2020,202,0.08403,0.05,0.4,0.04839,0.09091,0.03226,0,0,0.01596,0,TARDE,Cluster 3,interagem raramente
763,35,3-ano-em,medio,152,2020,212,0.14286,0.1875,0,0,0,0,0,0,0.04255,0.00885,TARDE,Cluster 3,interagem raramente
764,35,3-ano-em,medio,39,2020,117,0.03361,0.0375,0.2,0.01613,0.09091,0,0,0,0,0,NA,Cluster 3,interagem raramente
769,35,3-ano-em,medio,105,2020,204,0.0084,0,0,0,0,0,0.66667,0,0.09574,0.02655,MADRUGADA,Cluster 3,interagem raramente
774,35,3-ano-em,medio,203,2020,205,0.01681,0.025,0,0,0,0,0.33333,0,0.08511,0.02655,TARDE,Cluster 3,interagem raramente
777,35,3-ano-em,medio,202,2020,204,0,0,0,0,0,0,0.33333,0.05405,0.1383,0.06195,TARDE,Cluster 3,interagem raramente
783,35,3-ano-em,medio,93,2020,205,0.03361,0,0,0.06452,0,0.06452,0,0.05405,0.07447,0.04425,TARDE,Cluster 3,interagem raramente
785,35,3-ano-em,medio,92,2020,204,0.01681,0.025,0.2,0.03226,0.18182,0,0.33333,0,0.10638,0.0177,NOITE,Cluster 3,interagem raramente
786,35,3-ano-em,medio,103,2020,210,0.08403,0,0,0,0,0,0,0.02703,0.06383,0,TARDE,Cluster 3,interagem raramente
